gene_id,logFC_21,logCPM_21,F_21,PValue_21,FDR_21,gene_name,gene_chr,gene_start,gene_end,gene_strand,gene_length,gene_biotype,gene_description,tf_family,logFC_8p,logCPM_8p,F_8p,PValue_8p,FDR_8p
ENSG00000126217,0.179459297,5.078290842,12.24855459,0.004056601,0.022374626,MCF2L,13,112894378,113099739,+,23148,protein_coding,MCF.2 cell line derived transforming sequence like [Source:HGNC Symbol;Acc:HGNC:14576],-,0.741464858,4.353628706,19.39790662,6.58E-04,0.009922003
ENSG00000099821,-0.24401824,6.568051751,12.23003509,0.004077127,0.022448423,POLRMT,19,617224,633604,-,5124,protein_coding,RNA polymerase mitochondrial [Source:HGNC Symbol;Acc:HGNC:9200],-,-0.450657756,6.937982866,33.35275135,5.63E-05,0.002562194
ENSG00000067992,0.199395124,4.943728292,12.22768643,0.004079579,0.022448423,PDK3,X,24465221,24541862,+,4951,protein_coding,pyruvate dehydrogenase kinase 3 [Source:HGNC Symbol;Acc:HGNC:8811],-,0.629210366,5.29809587,21.75033246,4.06E-04,0.007570181
ENSG00000162576,0.235382711,3.673480302,12.22524761,0.004082277,0.022448423,MXRA8,1,1352689,1361777,-,3622,protein_coding,matrix remodeling associated 8 [Source:HGNC Symbol;Acc:HGNC:7542],-,1.022882899,4.143606341,46.97440006,9.74E-06,8.90E-04
ENSG00000114686,-0.151234532,7.728318418,12.03436381,0.004299813,0.023265425,MRPL3,3,131462212,131502983,-,2715,protein_coding,mitochondrial ribosomal protein L3 [Source:HGNC Symbol;Acc:HGNC:10379],-,-0.38691147,7.697592651,41.06175814,1.97E-05,0.001335044
ENSG00000197905,-0.236415502,6.192881948,12.01844595,0.004318556,0.023326164,TEAD4,12,2959330,3040673,+,2272,protein_coding,TEA domain transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11717],TEA,-0.622128211,6.290457645,20.25403957,5.49E-04,0.008836815
ENSG00000104980,-0.1754138,5.941144794,11.96291422,0.004384693,0.023570672,TIMM44,19,7926718,7943920,-,4888,protein_coding,translocase of inner mitochondrial membrane 44 [Source:HGNC Symbol;Acc:HGNC:17316],-,-0.483798403,6.583573046,14.04702221,0.002305992,0.021933084
ENSG00000120705,-0.154988794,8.019189366,11.94109343,0.004411004,0.023669912,ETF1,5,138506095,138543300,-,4601,protein_coding,eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:HGNC:3477],-,-0.253751255,8.345395695,13.67808828,0.002538493,0.023340207
ENSG00000105479,0.489329913,1.114776244,11.94080483,0.004411494,0.023669912,CCDC114,19,48296457,48321894,-,4299,protein_coding,coiled-coil domain containing 114 [Source:HGNC Symbol;Acc:HGNC:26560],-,1.155237993,1.140382829,10.90657521,0.005512094,0.038748816
ENSG00000148187,-0.178571469,4.941072811,11.91557306,0.00444201,0.023705199,MRRF,9,122264603,122331343,+,11041,protein_coding,mitochondrial ribosome recycling factor [Source:HGNC Symbol;Acc:HGNC:7234],-,-0.473584472,5.184132567,41.57950109,1.85E-05,0.00131075
ENSG00000135521,-0.201408688,4.790394428,11.90640834,0.004453206,0.023733581,LTV1,6,143843344,143863812,+,1847,protein_coding,LTV1 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:21173],-,-0.684718714,5.158264967,20.21147227,5.54E-04,0.008886454
ENSG00000185513,0.280291598,3.416582069,11.89452391,0.004467778,0.023772689,L3MBTL1,20,43489442,43550950,+,15550,protein_coding,"L3MBTL1, histone methyl-lysine binding protein [Source:HGNC Symbol;Acc:HGNC:15905]",zf-C2HC,0.602235984,3.433629998,12.30115787,0.003681728,0.029788459
ENSG00000189091,-0.156657032,8.384993094,11.8483364,0.00452492,0.023991275,SF3B3,16,70523788,70577670,+,12419,protein_coding,splicing factor 3b subunit 3 [Source:HGNC Symbol;Acc:HGNC:10770],-,-0.298799268,8.678060528,28.73152356,1.15E-04,0.003764136
ENSG00000022976,0.34962415,3.1780149,11.78575604,0.004603726,0.024302566,ZNF839,14,102317377,102342702,+,5590,protein_coding,zinc finger protein 839 [Source:HGNC Symbol;Acc:HGNC:20345],-,0.465914784,3.311543875,10.10977079,0.006982521,0.045384845
ENSG00000130816,-0.190877654,7.735022323,11.7852647,0.004604339,0.024302566,DNMT1,19,10133345,10231286,-,9796,protein_coding,DNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2976],-,-0.306718873,8.039947161,11.58250751,0.004509377,0.034069825
ENSG00000141522,-0.182219486,6.768777634,11.71109692,0.004699816,0.024666717,ARHGDIA,17,81867721,81871406,-,2903,protein_coding,Rho GDP dissociation inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:678],-,-0.752095013,6.781072408,59.08451218,2.79E-06,4.67E-04
ENSG00000078114,0.253558335,4.591418553,11.70697593,0.00470519,0.024666717,NEBL,10,20779973,21174187,-,13654,protein_coding,nebulette [Source:HGNC Symbol;Acc:HGNC:16932],-,1.273656147,4.961798136,74.49177884,7.53E-07,2.47E-04
ENSG00000185499,0.441442155,2.2711546,11.70643413,0.004705938,0.024666717,MUC1,1,155185824,155192916,-,4717,protein_coding,"mucin 1, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7508]",-,0.98342728,1.842898408,10.06725121,0.007079128,0.045747792
ENSG00000123737,-0.186918674,6.361622462,11.67938747,0.00474134,0.024779776,EXOSC9,4,121801317,121817021,+,4711,protein_coding,exosome component 9 [Source:HGNC Symbol;Acc:HGNC:9137],-,-0.360953824,6.229045466,18.8758452,7.36E-04,0.010560715
ENSG00000109046,0.185158308,7.271408432,11.67697365,0.004744518,0.024779776,WSB1,17,27294076,27315926,+,8602,protein_coding,WD repeat and SOCS box containing 1 [Source:HGNC Symbol;Acc:HGNC:19221],-,0.620755603,7.127657196,26.0688414,1.81E-04,0.00484434
ENSG00000168016,0.363942318,4.227760131,12.22390664,0.004772528,0.024878617,TRANK1,3,36826820,36945098,-,12174,protein_coding,tetratricopeptide repeat and ankyrin repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:29011],-,0.927465442,3.752959497,22.79424535,3.31E-04,0.006657671
ENSG00000126749,-0.197872761,5.328590523,11.61809399,0.004822821,0.025077145,EMG1,12,6970893,6997428,+,6268,protein_coding,"EMG1, N1-specific pseudouridine methyltransferase [Source:HGNC Symbol;Acc:HGNC:16912]",-,-0.508948075,5.988321179,11.54383123,0.004584869,0.034428535
ENSG00000140854,-0.251079166,5.541535873,11.58567947,0.004866571,0.02527264,KATNB1,16,57735730,57757250,+,4591,protein_coding,katanin regulatory subunit B1 [Source:HGNC Symbol;Acc:HGNC:6217],-,-0.416575011,5.720044018,15.51459594,0.001595018,0.017157786
ENSG00000099256,-0.279931198,2.82518625,11.58438736,0.004868345,0.025273865,PRTFDC1,10,24848607,24952604,-,2329,protein_coding,phosphoribosyl transferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23333],-,-0.629077753,3.902814691,16.80019548,0.001173926,0.014061211
ENSG00000158560,0.481893614,1.652529087,11.52722723,0.004946721,0.025590304,DYNC1I1,7,95772506,96110322,+,4568,protein_coding,dynein cytoplasmic 1 intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:2963],-,1.030418769,1.128212118,12.66121498,0.003346513,0.028170307
ENSG00000122642,0.246145108,3.467259609,11.52625522,0.004947988,0.025590304,FKBP9,7,32957404,33006931,+,5170,protein_coding,FK506 binding protein 9 [Source:HGNC Symbol;Acc:HGNC:3725],-,0.687031592,3.921995363,12.18524615,0.00380241,0.030394546
ENSG00000164091,-0.154802092,7.617360362,11.45677429,0.005045196,0.025937926,WDR82,3,52254421,52288020,-,5726,protein_coding,WD repeat domain 82 [Source:HGNC Symbol;Acc:HGNC:28826],-,-0.275783648,7.651144873,12.02023243,0.003982126,0.031288434
ENSG00000168014,-0.257377535,5.085468477,11.43382417,0.005077794,0.026007866,C2CD3,11,74012714,74171210,-,12571,protein_coding,C2 calcium dependent domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24564],-,-0.345112364,5.233539686,11.29757402,0.004896058,0.035977611
ENSG00000176871,-0.177507413,5.998827102,11.42321888,0.00509294,0.026064762,WSB2,12,118032694,118062430,-,4616,protein_coding,WD repeat and SOCS box containing 2 [Source:HGNC Symbol;Acc:HGNC:19222],-,-0.372693698,5.67175628,20.11248899,5.66E-04,0.008996772
ENSG00000136933,-0.194758704,4.535577497,11.36304506,0.005179885,0.02639552,RABEPK,9,125200542,125234158,+,3401,protein_coding,Rab9 effector protein with kelch motifs [Source:HGNC Symbol;Acc:HGNC:16896],-,-0.678485588,5.056788492,40.90119248,2.01E-05,0.001343256
ENSG00000164687,-0.179799185,6.406930522,11.35114723,0.005197279,0.026446732,FABP5,8,81280363,81284777,+,2077,protein_coding,fatty acid binding protein 5 [Source:HGNC Symbol;Acc:HGNC:3560],-,-1.038149293,6.987795691,31.15188654,1.04E-04,0.003613168
ENSG00000182957,-0.265499791,5.101435412,11.32792344,0.005231597,0.026563774,SPATA13,13,23979805,24307074,+,9948,protein_coding,spermatogenesis associated 13 [Source:HGNC Symbol;Acc:HGNC:23222],-,-0.428435039,5.176768905,17.30750993,0.001044078,0.013133668
ENSG00000163873,0.327384598,2.50938222,11.27595151,0.005308843,0.02679865,GRIK3,1,36795527,37034129,-,10111,protein_coding,glutamate ionotropic receptor kainate type subunit 3 [Source:HGNC Symbol;Acc:HGNC:4581],-,1.296674913,2.216849031,24.0536656,2.61E-04,0.005943158
ENSG00000109339,0.483973548,0.96174594,11.27078725,0.005316765,0.026830393,MAPK10,4,85990007,86594625,-,42646,protein_coding,mitogen-activated protein kinase 10 [Source:HGNC Symbol;Acc:HGNC:6872],-,1.287822135,1.785660111,14.55566016,0.002027717,0.020305286
ENSG00000158769,0.173287613,7.571366721,11.26249472,0.00532906,0.026867686,F11R,1,160995211,161021348,-,5066,protein_coding,F11 receptor [Source:HGNC Symbol;Acc:HGNC:14685],-,0.290304578,7.459189679,22.9450781,3.21E-04,0.00655609
ENSG00000102898,-0.146452338,7.754429932,11.23601947,0.005369168,0.02701188,NUTF2,16,67846732,67872567,+,3895,protein_coding,nuclear transport factor 2 [Source:HGNC Symbol;Acc:HGNC:13722],-,-0.289169412,7.093388264,20.63277744,5.08E-04,0.00847756
ENSG00000171566,-0.157781091,6.212218252,11.22333839,0.005388504,0.027092565,PLRG1,4,154535006,154550435,-,5049,protein_coding,pleiotropic regulator 1 [Source:HGNC Symbol;Acc:HGNC:9089],-,-0.37317667,6.451825921,17.25969845,0.001055552,0.013226239
ENSG00000166922,0.204315363,5.568227183,11.21192571,0.005405975,0.027130596,SCG5,15,32641676,32697098,+,2196,protein_coding,secretogranin V [Source:HGNC Symbol;Acc:HGNC:10816],-,0.691425038,4.403460019,11.53400843,0.004603934,0.034466405
ENSG00000101331,0.507247927,2.116703131,11.25106477,0.005445702,0.027304953,CCM2L,20,32010450,32032180,+,2587,protein_coding,CCM2 like scaffold protein [Source:HGNC Symbol;Acc:HGNC:16153],-,0.554028523,2.500922214,11.06448719,0.005242886,0.037407877
ENSG00000151503,-0.186246511,6.40235782,11.14078369,0.005516383,0.027558431,NCAPD3,11,134150119,134225454,-,9114,protein_coding,non-SMC condensin II complex subunit D3 [Source:HGNC Symbol;Acc:HGNC:28952],-,-0.278376868,6.629809324,21.38071179,4.37E-04,0.007910965
ENSG00000119812,-0.152843809,7.004748917,11.12970381,0.005533813,0.027637109,FAM98A,2,33583658,33599382,-,4921,protein_coding,family with sequence similarity 98 member A [Source:HGNC Symbol;Acc:HGNC:24520],-,-0.35112104,6.942875828,11.61923547,0.004462159,0.033809309
ENSG00000105929,0.409347824,1.493203123,11.06734054,0.005633234,0.028031397,ATP6V0A4,7,138706294,138799560,-,4124,protein_coding,ATPase H+ transporting V0 subunit a4 [Source:HGNC Symbol;Acc:HGNC:866],-,1.137642344,1.23056405,15.85650734,0.001474396,0.016275744
ENSG00000169230,-0.220470269,6.492236574,10.98249564,0.005771609,0.028545331,PRELID1,5,177303774,177306959,+,1875,protein_coding,PRELI domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30255],-,-0.538497569,6.726797152,16.76351695,0.001190308,0.014146923
ENSG00000150990,-0.199717245,5.822785753,10.97590161,0.005782537,0.028582994,DHX37,12,124946825,124989122,-,6618,protein_coding,DEAH-box helicase 37 [Source:HGNC Symbol;Acc:HGNC:17210],-,-0.625884582,6.443522679,19.70841467,6.23E-04,0.009590028
ENSG00000116032,0.647930388,0.202170577,10.96635285,0.005799015,0.02860213,GRIN3B,19,1000419,1009732,+,3281,protein_coding,glutamate ionotropic receptor NMDA type subunit 3B [Source:HGNC Symbol;Acc:HGNC:16768],-,0.982237757,1.108174725,10.0008962,0.007240335,0.046476188
ENSG00000174672,-0.203496693,4.7821176,10.95052471,0.005824818,0.028637815,BRSK2,11,1389899,1462689,+,6903,protein_coding,BR serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:11405],-,-0.54862585,5.206564291,20.92402396,4.79E-04,0.008211603
ENSG00000120438,-0.151062772,8.716338769,10.93502243,0.005850823,0.028748464,TCP1,6,159778498,159789749,-,4929,protein_coding,t-complex 1 [Source:HGNC Symbol;Acc:HGNC:11655],-,-0.358643474,8.957670059,23.28361461,3.01E-04,0.006310366
ENSG00000169813,-0.156027245,8.82143516,10.91297189,0.005888047,0.028905438,HNRNPF,10,43385617,43409166,-,3253,protein_coding,heterogeneous nuclear ribonucleoprotein F [Source:HGNC Symbol;Acc:HGNC:5039],-,-0.295341113,8.992174291,12.12194759,0.003870038,0.030751793
ENSG00000104133,0.181849386,5.946597306,10.90964495,0.005893687,0.028924486,SPG11,15,44562696,44663678,-,11853,protein_coding,"SPG11, spatacsin vesicle trafficking associated [Source:HGNC Symbol;Acc:HGNC:11226]",-,0.395745078,5.903774799,22.56910101,3.46E-04,0.006832571
ENSG00000182534,0.207458052,4.895948982,10.89450878,0.005919429,0.029033472,MXRA7,17,76672551,76711016,-,9257,protein_coding,matrix remodeling associated 7 [Source:HGNC Symbol;Acc:HGNC:7541],-,0.747380933,4.535004322,17.59315723,9.78E-04,0.012601458
ENSG00000160097,0.685854026,0.378231193,10.88984183,0.005927861,0.029051167,FNDC5,1,32862268,32872482,-,3139,protein_coding,fibronectin type III domain containing 5 [Source:HGNC Symbol;Acc:HGNC:20240],-,1.285675226,1.049580258,17.26164397,0.001062459,0.013235832
ENSG00000141449,0.759312543,-0.500614314,10.74504286,0.006182881,0.029917305,GREB1L,18,21242242,21525417,+,10572,protein_coding,GREB1 like retinoic acid receptor coactivator [Source:HGNC Symbol;Acc:HGNC:31042],-,4.25309665,2.750067296,24.21381583,4.50E-04,0.007999479
ENSG00000116649,-0.230241839,7.081368655,10.74667814,0.006269304,0.030235084,SRM,1,11054584,11060024,-,1898,protein_coding,spermidine synthase [Source:HGNC Symbol;Acc:HGNC:11296],-,-0.646417768,7.266942906,29.21549835,1.07E-04,0.003647983
ENSG00000167962,-0.176264601,5.595706426,10.69435162,0.00627246,0.030238443,ZNF598,16,1997654,2009823,-,4701,protein_coding,zinc finger protein 598 [Source:HGNC Symbol;Acc:HGNC:28079],-,-0.397016656,5.537698387,11.09713488,0.005191048,0.037231941
ENSG00000107554,0.172134203,6.252730877,10.67590415,0.006306216,0.030341854,DNMBP,10,99875577,100009919,-,8461,protein_coding,dynamin binding protein [Source:HGNC Symbol;Acc:HGNC:30373],-,0.51410831,5.871645651,12.74404886,0.003258793,0.027652866
ENSG00000149639,0.245845643,5.478282824,10.66643826,0.006323807,0.030402212,SOGA1,20,36777442,36863686,-,15128,protein_coding,"suppressor of glucose, autophagy associated 1 [Source:HGNC Symbol;Acc:HGNC:16111]",-,0.420655165,5.962469934,24.18228197,2.55E-04,0.005877197
ENSG00000100410,-0.173493709,6.529476762,10.65283148,0.006348735,0.030475039,PHF5A,22,41459717,41468725,-,1235,protein_coding,PHD finger protein 5A [Source:HGNC Symbol;Acc:HGNC:18000],-,-0.341589966,6.118930246,16.73847519,0.001190839,0.014146923
ENSG00000164151,-0.202906252,7.154871355,10.63616448,0.006379657,0.030567096,ICE1,5,5420664,5490234,+,8678,protein_coding,interactor of little elongation complex ELL subunit 1 [Source:HGNC Symbol;Acc:HGNC:29154],-,-0.394567134,7.129268976,33.8404147,5.24E-05,0.002485243
ENSG00000168575,-0.197378343,5.438596435,10.61987589,0.006410048,0.030635106,SLC20A2,8,42416475,42541926,-,6641,protein_coding,solute carrier family 20 member 2 [Source:HGNC Symbol;Acc:HGNC:10947],-,-0.601681792,5.660878088,46.74766766,9.99E-06,8.97E-04
ENSG00000162817,0.292035183,3.243307746,10.53224018,0.006576496,0.03127595,C1orf115,1,220689845,220699157,+,3413,protein_coding,chromosome 1 open reading frame 115 [Source:HGNC Symbol;Acc:HGNC:25873],-,0.549640061,3.752773354,13.27193909,0.002826677,0.025009401
ENSG00000109113,-0.153443649,7.711819407,10.4818347,0.006674494,0.031613897,RAB34,17,28714281,28718429,-,3325,protein_coding,"RAB34, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16519]",-,-0.547504623,7.422417423,29.98194407,9.43E-05,0.003425304
ENSG00000166226,-0.157464764,8.582484764,10.47671487,0.006684544,0.031652376,CCT2,12,69585334,69601570,+,4322,protein_coding,chaperonin containing TCP1 subunit 2 [Source:HGNC Symbol;Acc:HGNC:1615],-,-0.343342897,8.984666952,27.54586771,1.41E-04,0.004188763
ENSG00000156502,-0.153978747,5.560519324,10.4647383,0.006708124,0.031711834,SUPV3L1,10,69180232,69209099,+,4283,protein_coding,Suv3 like RNA helicase [Source:HGNC Symbol;Acc:HGNC:11471],-,-0.286737083,5.716484296,10.2245081,0.006740581,0.044352113
ENSG00000021355,0.21783873,3.947639425,10.4230062,0.006791051,0.032009109,SERPINB1,6,2832332,2842006,-,3094,protein_coding,serpin family B member 1 [Source:HGNC Symbol;Acc:HGNC:3311],-,0.565645628,4.135812157,10.52337111,0.006156548,0.041845345
ENSG00000058262,-0.171549521,7.94045862,10.41292157,0.006811266,0.032058408,SEC61A1,3,128051641,128071683,+,4697,protein_coding,Sec61 translocon alpha 1 subunit [Source:HGNC Symbol;Acc:HGNC:18276],-,-0.314420839,8.027447272,10.17871759,0.006835665,0.044783885
ENSG00000105726,-0.19077626,6.188681739,10.31280729,0.007015835,0.032786458,ATP13A1,19,19645198,19663693,-,8376,protein_coding,ATPase 13A1 [Source:HGNC Symbol;Acc:HGNC:24215],-,-0.479025521,6.475699189,21.49376066,4.27E-04,0.007820462
ENSG00000108788,-0.178608386,5.163060895,10.29837575,0.007045912,0.032880256,MLX,17,42567068,42573239,+,4259,protein_coding,"MLX, MAX dimerization protein [Source:HGNC Symbol;Acc:HGNC:11645]",bHLH,-0.421646064,4.908239872,12.55292923,0.003433937,0.028596105
ENSG00000187792,0.459582157,1.256096125,10.29424112,0.007054713,0.032902639,ZNF70,22,23738678,23751092,-,6924,protein_coding,zinc finger protein 70 [Source:HGNC Symbol;Acc:HGNC:13140],zf-C2H2,0.568636509,2.383414699,11.08391016,0.005213074,0.037287136
ENSG00000149100,-0.170384855,8.093111716,10.22074446,0.007210308,0.033436355,EIF3M,11,32583798,32606262,+,7428,protein_coding,eukaryotic translation initiation factor 3 subunit M [Source:HGNC Symbol;Acc:HGNC:24460],-,-0.286665761,7.774454357,20.41273841,5.32E-04,0.008693339
ENSG00000007202,-0.200320934,7.46895395,10.21297039,0.007227016,0.033497068,KIAA0100,17,28614440,28645454,-,9235,protein_coding,KIAA0100 [Source:HGNC Symbol;Acc:HGNC:28960],-,-0.432591099,7.309442417,26.07403124,1.81E-04,0.00484434
ENSG00000146555,0.193842015,4.578850094,10.17418192,0.007311061,0.033717206,SDK1,7,3301448,4269000,+,12062,protein_coding,sidekick cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:19307],-,0.647346079,4.006292952,17.23389264,0.001061937,0.013235832
ENSG00000063244,-0.155675045,7.78032578,10.16388946,0.007333552,0.033790687,U2AF2,19,55654146,55674715,+,4115,protein_coding,U2 small nuclear RNA auxiliary factor 2 [Source:HGNC Symbol;Acc:HGNC:23156],-,-0.686425035,8.269959056,87.7130628,2.91E-07,1.26E-04
ENSG00000151465,-0.14392452,7.304363461,10.16014053,0.007341764,0.033800093,CDC123,10,12195965,12250589,+,2404,protein_coding,cell division cycle 123 [Source:HGNC Symbol;Acc:HGNC:16827],-,-0.392744972,7.312702937,34.10961862,5.04E-05,0.00242105
ENSG00000135439,0.469642929,0.780306054,10.14266868,0.00738047,0.033918271,AGAP2,12,57723761,57742157,-,6728,protein_coding,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:16921]",-,0.929863454,1.032030354,10.36336135,0.00651876,0.04330571
ENSG00000141337,0.398613815,1.583406864,10.12073883,0.007428843,0.03406735,ARSG,17,68259182,68422731,+,6587,protein_coding,arylsulfatase G [Source:HGNC Symbol;Acc:HGNC:24102],-,0.994675375,1.763692764,18.55827755,7.90E-04,0.011081778
ENSG00000141030,-0.147910439,6.7942501,10.09816352,0.007479103,0.034259587,COPS3,17,17246820,17281293,-,2788,protein_coding,COP9 signalosome subunit 3 [Source:HGNC Symbol;Acc:HGNC:2239],-,-0.396614204,6.741125352,28.17125449,1.27E-04,0.003972455
ENSG00000213619,-0.145122817,5.989722319,10.09668039,0.007482426,0.034265257,NDUFS3,11,47565336,47584562,+,3670,protein_coding,NADH:ubiquinone oxidoreductase core subunit S3 [Source:HGNC Symbol;Acc:HGNC:7710],-,-0.405463136,5.955023906,36.43513738,3.63E-05,0.001931625
ENSG00000108561,-0.165980725,8.503649029,10.08721048,0.007503685,0.034343468,C1QBP,17,5432777,5448830,-,2335,protein_coding,complement C1q binding protein [Source:HGNC Symbol;Acc:HGNC:1243],-,-0.583897227,8.418132732,68.93731961,1.17E-06,3.04E-04
ENSG00000169436,0.283900366,2.555163696,10.06381779,0.007556538,0.034566113,COL22A1,8,138588235,138914006,-,7830,protein_coding,collagen type XXII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:22989],-,10.41216213,2.095209224,291.0984628,1.70E-09,3.59E-06
ENSG00000127666,0.67179949,-0.56112784,10.04093194,0.007611059,0.034738143,TICAM1,19,4815932,4831704,-,2676,protein_coding,toll like receptor adaptor molecule 1 [Source:HGNC Symbol;Acc:HGNC:18348],-,1.076501703,0.635258732,11.01750236,0.005355738,0.037883175
ENSG00000240771,0.304643158,2.702821448,9.918888589,0.007893616,0.035724864,ARHGEF25,12,57610180,57619379,+,3503,protein_coding,Rho guanine nucleotide exchange factor 25 [Source:HGNC Symbol;Acc:HGNC:30275],-,1.023590148,2.370717319,20.70184733,5.02E-04,0.008429372
ENSG00000117751,-0.152593583,6.100176683,9.916607162,0.007899029,0.035734841,PPP1R8,1,27830778,27851676,+,2819,protein_coding,protein phosphatase 1 regulatory subunit 8 [Source:HGNC Symbol;Acc:HGNC:9296],-,-0.273092931,6.237332041,12.51995436,0.003465138,0.028758501
ENSG00000139597,0.402648458,1.708458275,9.909080077,0.007917124,0.0357773,N4BP2L1,13,32400723,32428311,-,6053,protein_coding,NEDD4 binding protein 2 like 1 [Source:HGNC Symbol;Acc:HGNC:25037],-,0.711666676,1.417577359,10.07140577,0.007089822,0.045747792
ENSG00000197705,0.464427909,1.547303726,9.829287615,0.008110891,0.036462392,KLHL14,18,32672671,32773062,-,4992,protein_coding,kelch like family member 14 [Source:HGNC Symbol;Acc:HGNC:29266],-,1.144834882,1.718213792,30.56617545,8.63E-05,0.003291988
ENSG00000157992,-0.209839139,4.617958893,9.816414438,0.00814254,0.036556619,KRTCAP3,2,27442366,27446481,+,1403,protein_coding,keratinocyte associated protein 3 [Source:HGNC Symbol;Acc:HGNC:28943],-,-0.444628961,4.191611317,14.40955842,0.002101283,0.020804037
ENSG00000099783,-0.201471315,8.909166873,9.77691374,0.008240945,0.036866176,HNRNPM,19,8444767,8489114,+,5614,protein_coding,heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:HGNC:5046],-,-0.782381053,9.26226271,32.30154994,7.95E-05,0.003118042
ENSG00000183978,-0.212883344,5.155632547,9.760680328,0.00828179,0.036997849,COA3,17,42795147,42798704,-,1922,protein_coding,cytochrome c oxidase assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:24990],-,-0.354243728,5.111274942,10.7042452,0.005831203,0.040450885
ENSG00000076242,-0.145596067,6.121741559,9.754648587,0.008297026,0.037045769,MLH1,3,36993332,37050918,+,3532,protein_coding,mutL homolog 1 [Source:HGNC Symbol;Acc:HGNC:7127],-,-0.236894989,6.324848995,14.02377963,0.002319893,0.022030768
ENSG00000188162,0.52497159,0.369885515,9.748352923,0.00831351,0.037079068,OTOG,11,17547373,17647150,+,10709,protein_coding,otogelin [Source:HGNC Symbol;Acc:HGNC:8516],-,1.315538286,0.786859478,25.34123901,2.13E-04,0.005333362
ENSG00000116898,-0.202822455,6.544167293,9.710774545,0.008408844,0.037369499,MRPS15,1,36455718,36464437,-,2916,protein_coding,mitochondrial ribosomal protein S15 [Source:HGNC Symbol;Acc:HGNC:14504],-,-0.363812189,6.315575026,37.63173088,3.08E-05,0.001742825
ENSG00000052841,0.157718478,6.609897205,9.70693582,0.008418711,0.037375799,TTC17,11,43358932,43494933,+,11284,protein_coding,tetratricopeptide repeat domain 17 [Source:HGNC Symbol;Acc:HGNC:25596],-,0.56320877,6.207666868,33.49714595,5.51E-05,0.002531812
ENSG00000162062,-0.172416868,4.997975504,9.696869654,0.008444649,0.037450481,TEDC2,16,2460080,2464963,+,2854,protein_coding,tubulin epsilon and delta complex 2 [Source:HGNC Symbol;Acc:HGNC:25849],-,-0.322034805,5.039259191,9.960843977,0.007310103,0.046690946
ENSG00000101193,-0.135590718,7.133370731,9.676824379,0.008496579,0.03760628,GID8,20,62938119,62948475,+,4622,protein_coding,GID complex subunit 8 homolog [Source:HGNC Symbol;Acc:HGNC:15857],-,-0.359450345,7.358039532,10.63785219,0.005948084,0.040953476
ENSG00000188290,0.713954966,0.52503667,9.657296285,0.008548236,0.037757006,HES4,1,998962,1000172,-,1118,protein_coding,hes family bHLH transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:24149],bHLH,0.840431032,0.95514766,10.69111294,0.005892018,0.040662369
ENSG00000166913,-0.14557249,8.911983908,9.654933998,0.008553716,0.037771059,YWHAB,20,44885676,44908532,+,7933,protein_coding,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta [Source:HGNC Symbol;Acc:HGNC:12849],-,-0.207829989,8.803142227,12.20332667,0.003782983,0.030337918
ENSG00000166831,-0.204944393,7.765070249,9.621943342,0.008640677,0.038001866,RBPMS2,15,64739892,64775587,-,2101,protein_coding,"RNA binding protein, mRNA processing factor 2 [Source:HGNC Symbol;Acc:HGNC:19098]",-,-0.274103439,7.512952486,13.22238193,0.002864029,0.025247277
ENSG00000177971,-0.206571337,5.12940899,9.570300211,0.008778889,0.038434834,IMP3,15,75639085,75648706,-,2565,protein_coding,"IMP3, U3 small nucleolar ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14497]",-,-0.519881241,5.623255122,24.40604539,2.44E-04,0.005776339
ENSG00000171729,0.276524851,2.965378269,9.544765486,0.008848209,0.038662231,TMEM51,1,15152532,15220480,+,2240,protein_coding,transmembrane protein 51 [Source:HGNC Symbol;Acc:HGNC:25488],-,0.724187275,3.4385349,28.1906709,1.26E-04,0.003969247
ENSG00000136699,-0.212075879,7.160784476,9.543364034,0.008852456,0.038662231,SMPD4,2,130151392,130182750,-,7375,protein_coding,sphingomyelin phosphodiesterase 4 [Source:HGNC Symbol;Acc:HGNC:32949],-,-0.397837215,7.394191837,25.74905451,1.92E-04,0.005034135
